"","zip","required_testing","not_required_testing","required_testing_tested","required_testing_not_tested","number_of_first_tests","first_test_pos_required","first_test_neg_required","first_test_pos_req_percent","latest_test_positive_required","latest_test_negative_required","latest_test_pos_required_percent","any_test_positive_all","any_test_positive_req","number_of_facilities_tested_all","number_of_facilities_tested_req","atp_percent_of_tested_all","atp_percent_of_tested_req","max_capacity_required","day_night_capacity_required","max_capacity_all","day_night_capacity_all","atp_max_capacity_req","ltp_max_capacity_req","ltp_percent_bucket","ltp_count_bucket","ftp_percent_bucket","ftp_count_bucket","atp_count_bucket","atp_percent_bucket","atp_mc_bucket","ltp_mc_bucket","should_bucket"
"674","62316",2,1,1,1,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,16,16,23,23,8,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"675","62320",3,1,1,2,1,0,1,0,0,1,0,0,0,0,0,NA,NA,20,20,84,84,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"676","62321",12,0,3,9,4,1,3,25,1,2,33.3333333333333,1,1,0,0,Inf,Inf,100,100,104,104,7,7,"Greater than 30%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"677","62324",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,8,8,8,8,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"678","62325",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,7,7,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"679","62326",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,21,23,21,23,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"680","62330",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,25,25,25,25,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"681","62338",2,2,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,13,13,24,24,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"682","62339",3,0,1,2,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,21,21,21,21,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"683","62341",7,0,2,5,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,84,87,84,87,12,12,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"684","62345",1,0,1,0,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,8,8,8,8,8,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","0"
"685","62347",6,0,2,4,2,1,1,50,0,2,0,1,1,0,0,Inf,Inf,44,44,44,44,8,0,"0%","0","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"686","62351",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,24,32,24,32,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"687","62353",5,1,3,2,4,2,2,50,0,3,0,2,1,0,0,Inf,Inf,35,43,101,109,8,0,"0%","0","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"688","62354",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"689","62358",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"690","62359",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,13,13,13,13,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"691","62360",2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,16,16,32,32,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"692","62362",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,6,6,6,6,0,0,"0%","0","0","0","0",NA,"0","0","0"
"693","62363",16,0,5,11,5,1,4,20,1,4,20,1,1,0,0,Inf,Inf,188,215,188,215,6,6,"15.01 - 20%","01 - 5","14 - 20%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","11 - 20"
"694","62365",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,12,13,17,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"695","62366",2,0,1,1,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,16,16,16,16,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"696","62376",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,10,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"697","62379",4,1,0,4,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,32,32,39,39,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"698","62401",21,1,6,15,7,2,5,28.5714285714286,1,5,16.6666666666667,2,1,0,0,Inf,Inf,724,748,861,885,8,8,"15.01 - 20%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","11 - 20"
"699","62410",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"700","62411",6,2,0,6,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,77,89,141,153,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"701","62413",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,8,8,8,8,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"702","62417",3,1,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,30,30,38,38,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"703","62418",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"704","62420",6,1,0,6,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,61,61,69,69,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"705","62424",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,10,10,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"706","62425",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,18,18,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"707","62428",1,0,0,1,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,12,12,32,32,0,0,NA,"0","0","0","0",NA,"0","0","01 - 10"
"708","62433",0,0,0,0,1,1,0,100,0,0,NA,1,0,0,0,Inf,NA,0,0,8,16,0,0,NA,"0","More than 50%","01 - 5","0",NA,"0","0","0"
"709","62439",5,1,1,4,2,2,0,100,0,1,0,2,1,0,0,Inf,Inf,38,39,126,127,6,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"710","62441",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,56,56,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"711","62442",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,13,13,13,13,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"712","62443",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,15,21,15,21,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"713","62447",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,34,34,101,101,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"714","62448",8,2,4,4,4,0,4,0,0,4,0,0,0,0,0,NA,NA,88,88,144,144,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"715","62449",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,101,101,101,101,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"716","62450",7,2,1,6,2,2,0,100,0,1,0,2,1,0,0,Inf,Inf,231,239,255,263,47,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","030 - 50","0","01 - 10"
"717","62454",9,2,6,3,7,1,6,14.2857142857143,0,6,0,1,0,0,0,Inf,NA,148,171,188,211,0,0,"0%","0","14 - 20%","01 - 5","0",NA,"0","0","01 - 10"
"718","62459",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"719","62461",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,5,5,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"720","62462",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,6,6,6,6,0,0,"0%","0","0","0","0",NA,"0","0","0"
"721","62466",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"722","62467",0,2,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,33,33,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"723","62468",2,0,0,2,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,16,16,24,24,0,0,NA,"0","0","0","0",NA,"0","0","01 - 10"
"724","62471",8,1,0,8,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,357,372,496,511,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"725","62477",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"726","62480",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"727","62501",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"728","62510",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"729","62513",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,14,14,14,14,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"730","62515",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,16,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"731","62517",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,8,8,0,0,"0%","0","0","0","0",NA,"0","0","0"
"732","62520",2,0,2,0,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,16,16,16,16,8,8,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"733","62521",21,2,4,17,4,0,4,0,0,4,0,0,0,0,0,NA,NA,520,575,1221,1291,0,0,"0%","0","0","0","0",NA,"0","0","11 - 20"
"734","62522",11,0,1,10,2,0,2,0,0,1,0,0,0,0,0,NA,NA,163,221,176,247,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"735","62526",13,3,4,9,6,2,4,33.3333333333333,2,2,50,2,2,0,0,Inf,Inf,331,444,683,809,16,16,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"736","62533",3,1,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,20,20,28,28,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"737","62535",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,202,202,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"738","62539",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"739","62544",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,7,7,7,7,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"740","62545",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,12,12,12,12,12,12,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"741","62546",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,8,8,8,8,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"742","62547",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,16,8,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"743","62548",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,20,20,28,28,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"744","62549",2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,15,15,31,37,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"745","62550",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,5,5,5,5,0,0,"0%","0","0","0","0",NA,"0","0","0"
"746","62557",4,1,3,1,3,0,3,0,0,3,0,0,0,0,0,NA,NA,95,95,115,115,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"747","62558",4,0,3,1,3,1,2,33.3333333333333,1,2,33.3333333333333,1,1,0,0,Inf,Inf,68,68,68,68,8,8,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"748","62560",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,8,8,0,0,"0%","0","0","0","0",NA,"0","0","0"
"749","62561",6,0,2,4,2,0,2,0,0,2,0,0,0,0,0,NA,NA,151,151,151,151,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"750","62563",3,0,1,2,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,319,319,319,319,12,12,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"751","62565",7,2,2,5,4,1,3,25,1,1,50,1,1,0,0,Inf,Inf,72,72,98,105,17,17,"Greater than 30%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"752","62568",9,1,2,7,2,0,2,0,0,2,0,0,0,0,0,NA,NA,192,200,278,286,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"753","62570",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"754","62611",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,6,6,6,6,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"755","62612",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"756","62613",6,0,3,3,3,1,2,33.3333333333333,1,2,33.3333333333333,1,1,0,0,Inf,Inf,116,122,116,122,12,12,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"757","62615",8,2,2,6,3,2,1,66.6666666666667,1,1,50,2,1,0,0,Inf,Inf,156,183,180,207,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"758","62618",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,45,53,45,53,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"759","62621",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"760","62625",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,15,15,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"761","62626",4,2,2,2,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,43,45,198,200,20,20,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"762","62628",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,7,7,7,7,0,0,"0%","0","0","0","0",NA,"0","0","0"
"763","62629",10,4,2,8,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,179,179,417,417,8,8,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"764","62638",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"765","62640",2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,16,16,29,29,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"766","62642",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,16,16,16,16,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"767","62644",7,0,0,7,1,1,0,100,0,0,NA,1,0,0,0,Inf,NA,84,84,143,143,0,0,NA,"0","More than 50%","01 - 5","0",NA,"0","0","01 - 10"
"768","62650",18,1,3,15,3,0,3,0,0,3,0,0,0,0,0,NA,NA,559,578,623,642,0,0,"0%","0","0","0","0",NA,"0","0","11 - 20"
"769","62656",15,0,5,10,5,4,1,80,4,1,80,4,4,0,0,Inf,Inf,333,351,333,351,107,107,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"770","62664",3,0,2,1,2,0,2,0,0,2,0,0,0,0,0,NA,NA,23,23,23,23,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"771","62668",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"772","62670",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,144,202,144,202,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"773","62671",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,6,6,6,6,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"774","62675",6,0,4,2,5,4,1,80,3,1,75,4,3,0,0,Inf,Inf,137,143,157,163,24,24,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"775","62677",3,1,3,0,3,2,1,66.6666666666667,2,1,66.6666666666667,2,2,0,0,Inf,Inf,24,26,32,34,16,16,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","0"
"776","62681",4,2,2,2,2,0,2,0,0,2,0,0,0,0,0,NA,NA,29,29,113,113,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"777","62684",1,2,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,8,8,151,151,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"778","62685",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,8,8,0,0,"0%","0","0","0","0",NA,"0","0","0"
"779","62688",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"780","62690",6,0,2,4,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,119,119,119,119,71,71,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"781","62691",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,48,48,48,48,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"782","62692",2,0,2,0,2,0,2,0,0,2,0,0,0,0,0,NA,NA,13,15,13,15,0,0,"0%","0","0","0","0",NA,"0","0","0"
"783","62693",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,15,15,15,15,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"784","62694",4,1,0,4,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,31,31,38,38,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"785","62701",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,96,96,96,96,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"786","62702",31,2,17,14,20,6,14,30,4,13,23.5294117647059,6,5,0,0,Inf,Inf,964,1044,1052,1150,163,157,"20.01 - 30.0%","01 - 5","21 - 30%","06 - 10","01 - 5","More than 50%","101 - 200","101 - 200","11 - 20"
"787","62703",24,5,18,6,18,4,14,22.2222222222222,4,14,22.2222222222222,4,4,0,0,Inf,Inf,383,467,820,939,141,141,"20.01 - 30.0%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"788","62704",19,1,7,12,10,2,8,20,2,5,28.5714285714286,2,2,0,0,Inf,Inf,706,871,733,907,16,16,"20.01 - 30.0%","01 - 5","14 - 20%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","11 - 20"
"789","62707",3,0,2,1,2,0,2,0,0,2,0,0,0,0,0,NA,NA,21,21,21,21,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"790","62711",2,6,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,20,23,576,579,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"791","62712",2,2,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,16,281,281,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"792","62801",12,2,4,8,5,2,3,40,1,3,25,2,2,0,0,Inf,Inf,490,530,669,763,86,8,"20.01 - 30.0%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","005 - 15","01 - 10"
"793","62806",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,16,48,56,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"794","62807",0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,7,7,0,0,NA,"0","0","0","0",NA,"0","0","0"
"795","62812",3,0,2,1,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,99,107,156,164,40,40,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","030 - 50","031 - 50","01 - 10"
"796","62816",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"797","62821",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,123,123,0,0,"0%","0","0","0","0",NA,"0","0","0"
"798","62822",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,116,124,116,124,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"799","62823",1,1,1,0,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,6,6,14,14,6,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","0"
"800","62824",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,7,7,7,7,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"801","62832",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,89,89,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"802","62837",7,1,4,3,4,0,4,0,0,4,0,0,0,0,0,NA,NA,206,206,271,271,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"803","62838",0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,11,11,0,0,NA,"0","0","0","0",NA,"0","0","0"
"804","62839",6,1,2,4,2,1,1,50,0,2,0,1,1,0,0,Inf,Inf,130,135,136,141,91,0,"0%","0","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","0","01 - 10"
"805","62842",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"806","62844",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,25,25,25,25,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"807","62846",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,68,68,68,68,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"808","62849",0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,12,12,0,0,NA,"0","0","0","0",NA,"0","0","0"
"809","62854",2,0,1,1,2,0,2,0,0,1,0,0,0,0,0,NA,NA,20,20,28,28,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"810","62858",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,28,28,28,28,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"811","62859",1,2,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,131,131,215,259,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"812","62863",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,79,79,86,86,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"813","62864",14,5,9,5,9,1,8,11.1111111111111,0,9,0,1,1,0,0,Inf,Inf,248,344,524,635,8,0,"0%","0","01 - 13%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"814","62865",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,28,28,28,28,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"815","62868",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,7,7,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"816","62872",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"817","62880",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,15,15,15,15,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"818","62881",6,1,4,2,5,1,4,20,1,3,25,1,1,0,0,Inf,Inf,195,195,206,206,48,48,"20.01 - 30.0%","01 - 5","14 - 20%","01 - 5","01 - 5","More than 50%","030 - 50","031 - 50","01 - 10"
"819","62882",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,74,74,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
